databoksid | Ini daftar 10 pesawat jet tempur termahal di dunia pada 2021. Harganya mencapai triliunan rupiah. #Databoks https://t.co/X9gsxodR6X | 0 | 1 | 0;
hmetromy | #PortDickson Sesuai dengan gelaran Bandar Tentera Darat, Port Dickson gegak gempita dengan dentuman bom dan pesawat… https://t.co/1eMEti7yTS | 0 | 0 | 3;
elleanor12 | @_TNIAU selamat dah semangat ya yg di udara mo dtg pesawat tempur kelas dunia | 0 | 0 | 1;
flwrksjw | @ghiparadise serem amat pesawat tempur.. | 0 | 0 | 0;
Indriana6 | RT @4ndiw3n: PERANG 27 FEB 2022  Ukraina vs Rusia  Pyur Politik    Bukan perang kitab togel  Bandar yg menang atau pemain yg menang    Puncak Pasu… | 0 | 2 | 0;
danangyudi76 | RT @JhanPethuk: @CNNIndonesia Oh iya, baru ingat. Minyak goreng mahal gegara diborong Rusia. Dipakai buat pelicin rudal, tank dan pesawat t… | 0 | 2 | 0;
adhirodriguez | RT @JostKoko: Kita semua bisa berdoa bersama para kudus..    Adapun, perang Ukraina vs Rusia ibarat David vs Goliath:    Tentara aktif Ukraina… | 0 | 7 | 0;
ugun_life | Daftar Pesawat Tempur Terbaik Milik AU Rusia  selengkapnya : https://t.co/77d50doWyz  Belanja Online disini aja :… https://t.co/rRdn1huVsQ | 0 | 0 | 0;
G4ronG_ | RT @Mentimoen: Berita sliweran terjadi, foto diberi caption berbeda. Misalnya, kantor berita Ukraina menyebarkan foto (kiri) apartment yg t… | 0 | 122 | 0;
JhanPethuk | @CNNIndonesia Oh iya, baru ingat. Minyak goreng mahal gegara diborong Rusia. Dipakai buat pelicin rudal, tank dan pesawat tempur. 🤣🤣🤣 | 0 | 2 | 39;
invs_bf27 | RT @mmuftirs96: Update sitrep dari Kemenhan Rusia:    1. Rusia telah menguasai seluruh wilayah udara Ukraina    2. Sejak awal opmil, 1.114 infr… | 0 | 24 | 0;
IcalDisal | Untuk warga Situbondo sudah bisa tank lewat depan rumah, pesawat/helikopter tempur lewat atas rumah, bahkan rudal r… https://t.co/ShL5ByAhVM | 0 | 0 | 0;
chewinggumyeah | RT @Mentimoen: Banyak pesawat tempur Ukraina yg sudah dihancurkan oleh pihak Russia. Untuk itu, EU mengumumkan akan mensupply Ukraina dgn p… | 0 | 90 | 0;
kittentramp_ | RT @Mentimoen: Banyak pesawat tempur Ukraina yg sudah dihancurkan oleh pihak Russia. Untuk itu, EU mengumumkan akan mensupply Ukraina dgn p… | 0 | 90 | 0;
AjaDamanik | RT @Mentimoen: Kapan terakhir serdadu Amerika bisa bertempur dalam kondisi seperti yg terjadi di Kiev? Mungkin waktu Perang Vietnam. Habis… | 0 | 108 | 0;
Donie248 | RT @JostKoko: Kita semua bisa berdoa bersama para kudus..    Adapun, perang Ukraina vs Rusia ibarat David vs Goliath:    Tentara aktif Ukraina… | 0 | 7 | 0;
Putra_Adi_YM | @BossTemlen @msaid_didu Orang berharap bisa jual teknologi karya anak bangsa seperti pesawat atau tank tempur, atau… https://t.co/uWDgSq2oyO | 0 | 0 | 0;
eckohatake | Well semalem ngimpi WW3.    Ada pesawat tempur jatuh di perumahan, persis di rumah belakang rumah gue.    Meledak ngeru… https://t.co/Rt8nCbPXal | 0 | 0 | 0;
AlexDimR8 | RT @JostKoko: Kita semua bisa berdoa bersama para kudus..    Adapun, perang Ukraina vs Rusia ibarat David vs Goliath:    Tentara aktif Ukraina… | 0 | 7 | 0;
joecarepmkri | RT @JostKoko: Kita semua bisa berdoa bersama para kudus..    Adapun, perang Ukraina vs Rusia ibarat David vs Goliath:    Tentara aktif Ukraina… | 0 | 7 | 0;
FckCoffee48 | RT @JostKoko: Kita semua bisa berdoa bersama para kudus..    Adapun, perang Ukraina vs Rusia ibarat David vs Goliath:    Tentara aktif Ukraina… | 0 | 7 | 0;
OnesWansuk3 | RT @Mentimoen: Kapan terakhir serdadu Amerika bisa bertempur dalam kondisi seperti yg terjadi di Kiev? Mungkin waktu Perang Vietnam. Habis… | 0 | 108 | 0;
EllysiaChalista | RT @girumon16: 16 itu angka yg spesial.     Baik 4^2, maupun 2^4, hasilnya sama-sama 16.    Ada 16 bidak catur bg tiap pemain    F-16 adlh pesawa… | 0 | 7 | 0;
bermaskerr | RT @indoflyer: Uni Eropa akan sediakan pesawat tempur untuk Ukraina | 0 | 4 | 0;
Mericano_OTR | RT @indoflyer: Uni Eropa akan sediakan pesawat tempur untuk Ukraina | 0 | 4 | 0;
nabilanazzahraa | RT @desainernakal: Perang dilakuin salah satu buat naikin bisnis senjata, mobil perang, missile, pesawat tempur dll. Indo with Kemenham spe… | 0 | 1 | 0;
"jungerrebell | kalo ""amit-amit"" ada kecelakaan alutsista (lagi), orang2 ini bertanggung jawab atas semua itu. butuh banget belanja… https://t.co/mbKhKzOpu6 | 0 | 0 | 0";
supraptiyono | @GerySpto @kangdede78 Show of force ? sudah sering lihat kok !  Bazoka , tank , kapal tempur , panser , pesawat temp… https://t.co/OUFYs87rVo | 0 | 0 | 31;
pundottt | RT @Mentimoen: Banyak pesawat tempur Ukraina yg sudah dihancurkan oleh pihak Russia. Untuk itu, EU mengumumkan akan mensupply Ukraina dgn p… | 0 | 90 | 0;
jpa571 | RT @Mentimoen: Kapan terakhir serdadu Amerika bisa bertempur dalam kondisi seperti yg terjadi di Kiev? Mungkin waktu Perang Vietnam. Habis… | 0 | 108 | 0;
NumeroUnoBDG | RT @twitpos: Di pangkalan udara di Ivano-Frankivsk, pesawat tempur Ukraina hancur akibat serangan Rusia. https://t.co/AeZBSGpE2T | 0 | 11 | 0;
abigail_candhra | RT @girumon16: 16 itu angka yg spesial.     Baik 4^2, maupun 2^4, hasilnya sama-sama 16.    Ada 16 bidak catur bg tiap pemain    F-16 adlh pesawa… | 0 | 7 | 0;
akiraputrasan | RT @Mentimoen: Banyak pesawat tempur Ukraina yg sudah dihancurkan oleh pihak Russia. Untuk itu, EU mengumumkan akan mensupply Ukraina dgn p… | 0 | 90 | 0;
itskindairfan48 | RT @girumon16: 16 itu angka yg spesial.     Baik 4^2, maupun 2^4, hasilnya sama-sama 16.    Ada 16 bidak catur bg tiap pemain    F-16 adlh pesawa… | 0 | 7 | 0;
Theking3231Juan | RT @Mentimoen: Banyak pesawat tempur Ukraina yg sudah dihancurkan oleh pihak Russia. Untuk itu, EU mengumumkan akan mensupply Ukraina dgn p… | 0 | 90 | 0;
ZonaPriangan | Konflik Rusia-Ukraina Makin Memanas, Jerman Kirim Pesawat Tempur Tornado dan 6 Kapal Perang https://t.co/AKrW0ZM6n4 | 0 | 0 | 0;
Bunglon48 | RT @girumon16: 16 itu angka yg spesial.     Baik 4^2, maupun 2^4, hasilnya sama-sama 16.    Ada 16 bidak catur bg tiap pemain    F-16 adlh pesawa… | 0 | 7 | 0;
AjaDamanik | RT @mmuftirs96: Update sitrep dari Kemenhan Rusia:    1. Rusia telah menguasai seluruh wilayah udara Ukraina    2. Sejak awal opmil, 1.114 infr… | 0 | 24 | 0;
EmhadyZ | RT @Mentimoen: Banyak pesawat tempur Ukraina yg sudah dihancurkan oleh pihak Russia. Untuk itu, EU mengumumkan akan mensupply Ukraina dgn p… | 0 | 90 | 0;
Ata_ndekok | RT @Mentimoen: Banyak pesawat tempur Ukraina yg sudah dihancurkan oleh pihak Russia. Untuk itu, EU mengumumkan akan mensupply Ukraina dgn p… | 0 | 90 | 0;
EmhadyZ | RT @Mentimoen: Kapan terakhir serdadu Amerika bisa bertempur dalam kondisi seperti yg terjadi di Kiev? Mungkin waktu Perang Vietnam. Habis… | 0 | 108 | 0;
BattoAjax | @pengarang_sajak @Si_Aleh PERANG ukraina sudah Memberi Kesatuan antara anggota Nato.  Semua sepakat :  1. Kirim senja… https://t.co/xewhjEcrut | 0 | 0 | 1;
sileboey | Pesawat tempur by IWAN FALS - https://t.co/GF8VbRNgg0 | 0 | 0 | 0;
gen9JKT48 | RT @girumon16: 16 itu angka yg spesial.     Baik 4^2, maupun 2^4, hasilnya sama-sama 16.    Ada 16 bidak catur bg tiap pemain    F-16 adlh pesawa… | 0 | 7 | 0;
"haidir_setiawan | RT @warriorReborn_: Ukraina satu2nya negara yg menjual senjata canggih &amp;  cetak biru ke ccp, Cina belajar banyak dr Ukraina. Ukraina juga m… | 0 | 3 | 0";
ddlyeon | RT @Mentimoen: Berita sliweran terjadi, foto diberi caption berbeda. Misalnya, kantor berita Ukraina menyebarkan foto (kiri) apartment yg t… | 0 | 122 | 0;
Abil_ahmadd | jaman skrng naik mtr doang engga bisa bikin dia effort sama lu, kecuali lu naik mobil, helikopter, pesawat tempur sama buroq. | 0 | 0 | 0;
azhrag13 | RT @girumon16: 16 itu angka yg spesial.     Baik 4^2, maupun 2^4, hasilnya sama-sama 16.    Ada 16 bidak catur bg tiap pemain    F-16 adlh pesawa… | 0 | 7 | 0;
nandaandryana | “311 tank dan kendaraan tempur lapis baja lainnya, 42 pesawat dan helikopter (termasuk di darat), 51 sistem peluncu… https://t.co/XyeorkKiky | 0 | 0 | 1;
red_velvet75 | Kami, Orang-orang PARA Komando #DenBRAVO90 Lah ?!    Yang Menyelamatkan PILOT Dan Juga Sekaligus PESAWAT TEMPUR Kalia… https://t.co/2k1lP3YglJ | 0 | 0 | 1;
red_velvet75 | Wing PILOT PESAWAT TEMPUR Kamu saja #TjahyaElangMigdiawan    SUDAH di CABUT.    Apalagi, Cuma Hanyalah PANGKAT Berbinta… https://t.co/nkVt9EOExw | 0 | 0 | 1;
ChalistaR_ID | RT @girumon16: 16 itu angka yg spesial.     Baik 4^2, maupun 2^4, hasilnya sama-sama 16.    Ada 16 bidak catur bg tiap pemain    F-16 adlh pesawa… | 0 | 7 | 0;
girumon16 | 16 itu angka yg spesial.     Baik 4^2, maupun 2^4, hasilnya sama-sama 16.    Ada 16 bidak catur bg tiap pemain    F-16 ad… https://t.co/g6PcLE5RPF | 0 | 7 | 16;
red_velvet75 | Kau Itu #TjahyaElangMigdiawan Sekarang Bukanlah.    PILOT PESAWAT TEMPUR LAGI.    Sebab, Kau Itu Sesungguhnya sekarang… https://t.co/m8k6Ga5k21 | 0 | 0 | 1;
red_velvet75 | Tanpa #Auri pun #TjahyaElangMigdiawan    Kami PARA Komando #Kopasgat🔱 Pun Juga sanggup dan Mampu.    Untuk, menerbangka… https://t.co/BkR8KiMmVC | 0 | 0 | 1;
kirana_dns | RT @Mentimoen: Banyak pesawat tempur Ukraina yg sudah dihancurkan oleh pihak Russia. Untuk itu, EU mengumumkan akan mensupply Ukraina dgn p… | 0 | 90 | 0;
lordanrijon | RT @ndorokakung: Invasi Rusia ke Ukraina melahirkan urban legend, tentang pilot jet tempur MiG-29 Ukraina yang telah menjatuhkan enam pesaw… | 0 | 8 | 0;
Leoherlambang12 | RT @Mentimoen: Banyak pesawat tempur Ukraina yg sudah dihancurkan oleh pihak Russia. Untuk itu, EU mengumumkan akan mensupply Ukraina dgn p… | 0 | 90 | 0;
desainernakal | Perang dilakuin salah satu buat naikin bisnis senjata, mobil perang, missile, pesawat tempur dll. Indo with Kemenha… https://t.co/zuOBmVS03C | 0 | 1 | 2;
gggurita | RT @Mentimoen: Kapan terakhir serdadu Amerika bisa bertempur dalam kondisi seperti yg terjadi di Kiev? Mungkin waktu Perang Vietnam. Habis… | 0 | 108 | 0;
oscarvalentino7 | Konon ceritanya sesaat sebelum tewas dia telat bangun terus masak nasi goreng telur. Padahal ga dibolehin masak di… https://t.co/0hjBSXg1lp | 0 | 0 | 0;
fransiscaripert | Hubungan bilateral #Indonesia dan #Prancis memang tidak pernah menonjol. Tapi selalu relatif positif. Terakhir, Ind… https://t.co/KwZxB5UcMy | 0 | 0 | 22;
zarexxkce | @flora_sva deket klo naik pesawat tempur nya Rusia | 0 | 0 | 0;
riydlus | @zaddhe_ @mmuftirs96 Pidio simulasi nembakin pesawat tempur aja diklaim ukraina kok pak wkwkkwkw akun resmi pemerintah pulak wkwkwk | 0 | 0 | 0;
kind4cute | RT @Mentimoen: Banyak pesawat tempur Ukraina yg sudah dihancurkan oleh pihak Russia. Untuk itu, EU mengumumkan akan mensupply Ukraina dgn p… | 0 | 90 | 0;
TWITSUPORTER | RT @Mentimoen: Banyak pesawat tempur Ukraina yg sudah dihancurkan oleh pihak Russia. Untuk itu, EU mengumumkan akan mensupply Ukraina dgn p… | 0 | 90 | 0;
edwinkrova | RT @JostKoko: Kita semua bisa berdoa bersama para kudus..    Adapun, perang Ukraina vs Rusia ibarat David vs Goliath:    Tentara aktif Ukraina… | 0 | 7 | 0;
Rh_Kurniawan | RT @Mentimoen: Kapan terakhir serdadu Amerika bisa bertempur dalam kondisi seperti yg terjadi di Kiev? Mungkin waktu Perang Vietnam. Habis… | 0 | 108 | 0;
kibrispdrorg | Gambar Pesawat Tempur F22 Tampak Atas https://t.co/WdlZC3Bapl https://t.co/1s2xGIIEZ2 | 0 | 0 | 0;
JostKoko | Kita semua bisa berdoa bersama para kudus..    Adapun, perang Ukraina vs Rusia ibarat David vs Goliath:    Tentara akti… https://t.co/MoPr3CYSel | 0 | 7 | 45;
TitaAsTita | RT @Mentimoen: Banyak pesawat tempur Ukraina yg sudah dihancurkan oleh pihak Russia. Untuk itu, EU mengumumkan akan mensupply Ukraina dgn p… | 0 | 90 | 0;
writingurmind | RT @Mentimoen: Banyak pesawat tempur Ukraina yg sudah dihancurkan oleh pihak Russia. Untuk itu, EU mengumumkan akan mensupply Ukraina dgn p… | 0 | 90 | 0;
pejalansunyii | RT @Mentimoen: Banyak pesawat tempur Ukraina yg sudah dihancurkan oleh pihak Russia. Untuk itu, EU mengumumkan akan mensupply Ukraina dgn p… | 0 | 90 | 0;
_bodoah | @indrasbitchhere Soalnya pesawat tempur mainland main main ke wilayah udara ini sihhh.... | 0 | 0 | 0;
huftbosan | @tf_ozzy @kindofhawk hebat mbaknya lebih siap daripada sekjen kemenhan👍🏻 jumlah pesawat tempur ga nyampe 50, kapal… https://t.co/nXM1vfGx33 | 0 | 0 | 1;
ardianmalik | RT @JamesRegaz: Pesawat ini boleh mengangkut bekalan dalam kuantiti yang banyak dengan cepat. Beberapa kali Antonov An-225 menunjukkan keup… | 0 | 1 | 0;
Mysoul03559460 | RT @mmuftirs96: Update sitrep dari Kemenhan Rusia:    1. Rusia telah menguasai seluruh wilayah udara Ukraina    2. Sejak awal opmil, 1.114 infr… | 0 | 24 | 0;
kelvin_hav01 | RT @mmuftirs96: Update sitrep dari Kemenhan Rusia:    1. Rusia telah menguasai seluruh wilayah udara Ukraina    2. Sejak awal opmil, 1.114 infr… | 0 | 24 | 0;
Tugia60521__ | @felixaaf1 @anto_winarno @AntonKu62463911 @hendri_NCY @mohamad_ashuri @FYudiWibowo4 @LagiTengik @BNKBRI1500017… https://t.co/s5zRmMKEYR | 0 | 0 | 2;
MafazartAdv | RT @parlinburman84: Pesawat tempur https://t.co/OcWWzeNsbF | 0 | 1 | 0;
11APRILianto | RT @Mentimoen: Kapan terakhir serdadu Amerika bisa bertempur dalam kondisi seperti yg terjadi di Kiev? Mungkin waktu Perang Vietnam. Habis… | 0 | 108 | 0;
ngapa_ya23 | RT @Mentimoen: Kapan terakhir serdadu Amerika bisa bertempur dalam kondisi seperti yg terjadi di Kiev? Mungkin waktu Perang Vietnam. Habis… | 0 | 108 | 0;
Elizabe2901 | RT @mmuftirs96: Update sitrep dari Kemenhan Rusia:    1. Rusia telah menguasai seluruh wilayah udara Ukraina    2. Sejak awal opmil, 1.114 infr… | 0 | 24 | 0;
NalarNatural | ya karena ga ada uang...    klo kita butuh untuk gengsi dan harga diri.. agar ga di sepelekan Cina sama Ausi.. klo pe… https://t.co/SulnMlLuay | 0 | 0 | 0;
Kinalty | RT @mmuftirs96: Update sitrep dari Kemenhan Rusia:    1. Rusia telah menguasai seluruh wilayah udara Ukraina    2. Sejak awal opmil, 1.114 infr… | 0 | 24 | 0;
tfsrlikhwan | RT @Mentimoen: Banyak pesawat tempur Ukraina yg sudah dihancurkan oleh pihak Russia. Untuk itu, EU mengumumkan akan mensupply Ukraina dgn p… | 0 | 90 | 0;
arif_adinegoro | RT @Mentimoen: Banyak pesawat tempur Ukraina yg sudah dihancurkan oleh pihak Russia. Untuk itu, EU mengumumkan akan mensupply Ukraina dgn p… | 0 | 90 | 0;
drnewstwit | RT @mmuftirs96: Update sitrep dari Kemenhan Rusia:    1. Rusia telah menguasai seluruh wilayah udara Ukraina    2. Sejak awal opmil, 1.114 infr… | 0 | 24 | 0;
SoraBaltasar | RT @Mentimoen: Banyak pesawat tempur Ukraina yg sudah dihancurkan oleh pihak Russia. Untuk itu, EU mengumumkan akan mensupply Ukraina dgn p… | 0 | 90 | 0;
Ayah_Nahl | RT @Mentimoen: Banyak pesawat tempur Ukraina yg sudah dihancurkan oleh pihak Russia. Untuk itu, EU mengumumkan akan mensupply Ukraina dgn p… | 0 | 90 | 0;
faizfaizrahman | @jexyoo Sudah ada di tweet saya sebelum-sebelumnya, termasuk retweet dari Pak Alman Helvas terkait konflik 🇺🇦 🇷🇺 bi… https://t.co/WLFXPSf6iN | 0 | 0 | 0;
yowesbend950 | RT @mmuftirs96: Update sitrep dari Kemenhan Rusia:    1. Rusia telah menguasai seluruh wilayah udara Ukraina    2. Sejak awal opmil, 1.114 infr… | 0 | 24 | 0;
ahmadsmr | Jumlah pesawat tempur Indonesia dirasa masih sedikit jika dibandingkan negara-negara lain di kawasan ASEAN. Terlebi… https://t.co/LvLOtxiyYl | 0 | 0 | 0;
jai_behind | RT @mmuftirs96: Update sitrep dari Kemenhan Rusia:    1. Rusia telah menguasai seluruh wilayah udara Ukraina    2. Sejak awal opmil, 1.114 infr… | 0 | 24 | 0;
jayadinata09 | RT @Mentimoen: Kapan terakhir serdadu Amerika bisa bertempur dalam kondisi seperti yg terjadi di Kiev? Mungkin waktu Perang Vietnam. Habis… | 0 | 108 | 0;
Skyblunews | ×××  Comment: pcr test, antigen are among the most costly.  ×××    Russia di duga melumpuhkan radar sistem pertahanan u… https://t.co/nksCg5ivlz | 0 | 0 | 0;
habibalbayan321 | RT @MilitaryLens: Kerugian Penjajah #Rusia di #Ukraina  Menurut Kementrian Pertahanan   Pesawat tempur: 29   Helikopter: 29   Tank: 191   Meriam… | 0 | 1 | 0;
dauddarmaa | RT @Mentimoen: Banyak pesawat tempur Ukraina yg sudah dihancurkan oleh pihak Russia. Untuk itu, EU mengumumkan akan mensupply Ukraina dgn p… | 0 | 90 | 0;
opaparawitha | RT @_MbakSri_: @alex_hunter146 @shield17845 @tjitrosoenarjo Iki... 😁 Media asli py negara.  https://t.co/tYXPyIiMcW | 0 | 1 | 0;
heriawanadiwan4 | RT @JanissaryD_Last: Lapangan terbang Ivano-Frankivsk dihancurkan oleh serangan rudal Rusia dan pesawat Angkatan Bersenjata Ukraina hancur!… | 0 | 12 | 0;
hell0goodby3 | RT @Mentimoen: Banyak pesawat tempur Ukraina yg sudah dihancurkan oleh pihak Russia. Untuk itu, EU mengumumkan akan mensupply Ukraina dgn p… | 0 | 90 | 0;
koranjakarta_id | Dalam sejarah Februari 1994, Empat pesawat Serbia ditembak jatuh oleh pesawat tempur AS yang bertindak sebagai bagi… https://t.co/Tg7pildGHj | 0 | 0 | 11;
kabarotocom | Morgan Super 3, Terinspirasi Pesawat Tempur.    #kabarotocom #otonews #otoupdate #infootomotif #kabarotomotif     https://t.co/2lDeJ0fp5V | 0 | 0 | 0;
shw0692 | RT @Mentimoen: Pertempuran di Ukraina ini benar2 beda dengan serangan Amerika ke negara2 Arab atau Afghan, yg beda banget tingkat kemampuan… | 0 | 46 | 0;
abisdrya | BREAKING NEWS:  Kabarnya bola yang ditendang kepa berhasil menjatuhkan pesawat tempur Russia.  Sekian Terimakasih | 0 | 0 | 1;
BramantyoBenny | RT @mmuftirs96: Update sitrep dari Kemenhan Rusia:    1. Rusia telah menguasai seluruh wilayah udara Ukraina    2. Sejak awal opmil, 1.114 infr… | 0 | 24 | 0;
BgawanKusuma | @CNNIndonesia Sebanyak apapun senjata yg dikirimkan untuk Ukraina tdk akan membuat negara itu menang terhadap Russi… https://t.co/12nzxf2j51 | 0 | 0 | 0;
Yuar301 | Di Kharkiv.  Mungkin akibat dari serangan udara pesawat tempur Su-34 #Ukraina #Rusia | 0 | 0 | 5;
wa_atatakai | RT @mmuftirs96: Update sitrep dari Kemenhan Rusia:    1. Rusia telah menguasai seluruh wilayah udara Ukraina    2. Sejak awal opmil, 1.114 infr… | 0 | 24 | 0;
_MbakSri_ | @alex_hunter146 @shield17845 @tjitrosoenarjo Iki... 😁 Media asli py negara.  https://t.co/tYXPyIiMcW | 0 | 1 | 1;
MilitaryLens | Kerugian Penjajah #Rusia di #Ukraina  Menurut Kementrian Pertahanan   Pesawat tempur: 29   Helikopter: 29   Tank: 191… https://t.co/QaPQoQrHwR | 0 | 1 | 1;
"hecateiae | @Barskley ""eh, Lo pada ngirim bantuan apaan ke ukraina? Negara w gapunya pesawat tempur nih, kalo ngirim pasukan aj… https://t.co/JHVsifuA6c | 0 | 0 | 0";
Sadewa_39 | RT @mmuftirs96: Update sitrep dari Kemenhan Rusia:    1. Rusia telah menguasai seluruh wilayah udara Ukraina    2. Sejak awal opmil, 1.114 infr… | 0 | 24 | 0;
Akd50512689 | RT @mmuftirs96: Update sitrep dari Kemenhan Rusia:    1. Rusia telah menguasai seluruh wilayah udara Ukraina    2. Sejak awal opmil, 1.114 infr… | 0 | 24 | 0;
situmang123 | RT @mmuftirs96: Update sitrep dari Kemenhan Rusia:    1. Rusia telah menguasai seluruh wilayah udara Ukraina    2. Sejak awal opmil, 1.114 infr… | 0 | 24 | 0;
notyours_k | RT @mmuftirs96: Update sitrep dari Kemenhan Rusia:    1. Rusia telah menguasai seluruh wilayah udara Ukraina    2. Sejak awal opmil, 1.114 infr… | 0 | 24 | 0;
Daelyank | RT @mmuftirs96: Update sitrep dari Kemenhan Rusia:    1. Rusia telah menguasai seluruh wilayah udara Ukraina    2. Sejak awal opmil, 1.114 infr… | 0 | 24 | 0;
YES0N6HR | pesawat tempur - iwan fals https://t.co/dtT2xJ1Ulw | 0 | 0 | 0;
kmjnogin | ㅤ    ㅤㅤO2. Helicopter helicopter dudududududu baracopter baracopter dududududu. Yap betul ini kita lagi foto buku tah… https://t.co/rYK4DV2gD2 | 0 | 0 | 1;
Lucyana555 | RT @mmuftirs96: Update sitrep dari Kemenhan Rusia:    1. Rusia telah menguasai seluruh wilayah udara Ukraina    2. Sejak awal opmil, 1.114 infr… | 0 | 24 | 0;
mmuftirs96 | Update sitrep dari Kemenhan Rusia:    1. Rusia telah menguasai seluruh wilayah udara Ukraina    2. Sejak awal opmil, 1.… https://t.co/xPbZld5cpN | 0 | 24 | 97;
KlaanW | Pesawat tempur Rusia su-34 melintasi langit Kharkiv ukraina https://t.co/bOqhel52cu | 0 | 0 | 3;
karzidaniq | RT @TheAirTimes: Tentera Darat Malaysia akan menempatkan 3 pesawat tempur jenis MD530G di ESSCOM dan 3 lagi di Kem Mahkota Kluang untuk tuj… | 0 | 9 | 0;
pukimai55 | RT @Mentimoen: Banyak pesawat tempur Ukraina yg sudah dihancurkan oleh pihak Russia. Untuk itu, EU mengumumkan akan mensupply Ukraina dgn p… | 0 | 90 | 0;
ifankSecuter | Markas pesawat tempur https://t.co/JOfA9bXTaT | 0 | 0 | 0;
pikhapikha_ | RT @Mentimoen: Berita sliweran terjadi, foto diberi caption berbeda. Misalnya, kantor berita Ukraina menyebarkan foto (kiri) apartment yg t… | 0 | 122 | 0;
Dadungkawuk41 | @yovi_ix @JonPakuan @MrsRachelIn @Mentimoen Yang jelas Amerika cuma bisa menang pakai pesawat, rudal dan berbagai m… https://t.co/lTLIzekFuf | 0 | 0 | 2;
amiruddinarif_ | @stationsj070 Pada pandangan saya, tak perlu aktifkan semula, lebih baik cepatkan perolehan pesawat tempur LCA/MRCA… https://t.co/xqMcxMKByo | 0 | 0 | 26;
NogoSosroAsli | RT @alex_hunter146: @shield17845 @tjitrosoenarjo @_MbakSri_ Indonesia Jauh Hari Sudah Tahu Rusia Akan Ambil Tindakan Terhadap Ukrania Dan K… | 0 | 1 | 0;
YulieReborn | RT @Mentimoen: Banyak pesawat tempur Ukraina yg sudah dihancurkan oleh pihak Russia. Untuk itu, EU mengumumkan akan mensupply Ukraina dgn p… | 0 | 90 | 0;
parlinburman84 | Pesawat tempur https://t.co/OcWWzeNsbF | 0 | 1 | 1;
kang5eulgi | @dubulovers Pake pesawat tempur blg | 0 | 0 | 0;
TrisnoNovichok | @Pencerah__ Lhah malah storing pesawat tempur..  Ooo... Edhian kowe, bro..!! 🤣🤣 | 0 | 0 | 0;
alex_hunter146 | @shield17845 @tjitrosoenarjo @_MbakSri_ Indonesia Jauh Hari Sudah Tahu Rusia Akan Ambil Tindakan Terhadap Ukrania D… https://t.co/28tBE3GVcV | 0 | 1 | 4;
amirshafyq | RT @TheAirTimes: Tentera Darat Malaysia akan menempatkan 3 pesawat tempur jenis MD530G di ESSCOM dan 3 lagi di Kem Mahkota Kluang untuk tuj… | 0 | 9 | 0;
jayadinata09 | RT @Mentimoen: Pertempuran di Ukraina ini benar2 beda dengan serangan Amerika ke negara2 Arab atau Afghan, yg beda banget tingkat kemampuan… | 0 | 46 | 0;
jayadinata09 | RT @Mentimoen: Berita sliweran terjadi, foto diberi caption berbeda. Misalnya, kantor berita Ukraina menyebarkan foto (kiri) apartment yg t… | 0 | 122 | 0;
pikiran_rakyat | Konflik Memanas, Uni Eropa Siap Pasok Senjata dan Pesawat Tempur untuk Ukraina https://t.co/whb3TADDzT | 0 | 0 | 0;
WITHOUT_YOU1708 | Pesawat Tempur RUSIA Paling Mutakhir di Dunia.    https://t.co/yMUUELNyuM | 0 | 0 | 0;
jayadinata09 | RT @Mentimoen: 1 pesawat tempur Su-25 Russia jatuh kerena kesalahan pilot. Pilotnya selamat terlontar keluar dan kembali ke unitnya. (RIA) | 0 | 24 | 0;
rlndsptr | Gatau kenapa di atas langit sekarang banyak banget pesawat tempur yang lewat. | 0 | 0 | 1;
ALIFFALEX95 | RT @TheAirTimes: Tentera Darat Malaysia akan menempatkan 3 pesawat tempur jenis MD530G di ESSCOM dan 3 lagi di Kem Mahkota Kluang untuk tuj… | 0 | 9 | 0;
asaltau | RT @JanissaryD_Last: Lapangan terbang Ivano-Frankivsk dihancurkan oleh serangan rudal Rusia dan pesawat Angkatan Bersenjata Ukraina hancur!… | 0 | 12 | 0;
ferascorp | RT @Mentimoen: Banyak pesawat tempur Ukraina yg sudah dihancurkan oleh pihak Russia. Untuk itu, EU mengumumkan akan mensupply Ukraina dgn p… | 0 | 90 | 0;
MarkonengSiti | RT @SoftWarNews: Kondisi di bandara militer di Ivano-François setelah dihantam rudal Rusia.     Beberapa pesawat tempur MiG-29 milik Angkatan… | 0 | 4 | 0;
misshani96 | RT @Mentimoen: Banyak pesawat tempur Ukraina yg sudah dihancurkan oleh pihak Russia. Untuk itu, EU mengumumkan akan mensupply Ukraina dgn p… | 0 | 90 | 0;
HishammuddinH2O | RT @TheAirTimes: Tentera Darat Malaysia akan menempatkan 3 pesawat tempur jenis MD530G di ESSCOM dan 3 lagi di Kem Mahkota Kluang untuk tuj… | 0 | 9 | 0;
misshani96 | RT @Mentimoen: Kapan terakhir serdadu Amerika bisa bertempur dalam kondisi seperti yg terjadi di Kiev? Mungkin waktu Perang Vietnam. Habis… | 0 | 108 | 0;
arifmuharram | Kalo dicegat pesawat tempur makin panas ga sih https://t.co/J5OPUjElVQ | 0 | 0 | 0;
teguhsutrisno92 | RT @Mentimoen: Banyak pesawat tempur Ukraina yg sudah dihancurkan oleh pihak Russia. Untuk itu, EU mengumumkan akan mensupply Ukraina dgn p… | 0 | 90 | 0;
